City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Inirida,CO,3.8653,-67.9239,73.8,97,93,3.0,overcast clouds
470,Senanga,ZM,-16.1167,23.2667,72.25,62,98,4.45,light rain
471,Aksha,RU,50.2814,113.2867,4.48,96,88,2.28,overcast clouds
472,San Jose,US,37.3394,-121.895,68.47,38,1,0.0,clear sky
473,Dosso,NE,13.049,3.1937,79.9,17,3,8.48,clear sky
474,Saldanha,ZA,-33.0117,17.9442,73.45,52,0,16.4,clear sky
475,Saint-Francois,FR,46.4154,3.9054,34.68,91,90,4.61,overcast clouds
476,Zlotow,PL,53.3635,17.0408,36.84,86,100,13.24,overcast clouds
477,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,8.05,light rain
478,Shakiso,ET,5.75,38.9167,55.85,73,52,3.94,broken clouds
479,Vanavara,RU,60.34,102.2797,8.11,98,100,3.47,overcast clouds
480,Necochea,AR,-38.5473,-58.7368,63.03,71,35,8.1,scattered clouds
481,Terme,TR,41.2092,36.9739,47.97,81,10,5.41,clear sky
482,El Tocuyo,VE,9.7873,-69.7937,78.66,95,77,2.13,broken clouds
483,Siuna,NI,13.7332,-84.7773,71.58,96,74,4.07,broken clouds
484,Naukot,PK,24.8587,69.4024,71.37,69,0,5.23,clear sky
485,Pangdan,PH,10.2308,123.7379,79.95,81,95,3.89,overcast clouds
486,San Roque,ES,36.2107,-5.3842,52.61,77,95,6.98,overcast clouds
487,Srandakan,ID,-7.9386,110.2506,80.01,79,96,2.77,overcast clouds
488,Sembe,CG,1.6481,14.5806,70.93,89,66,2.19,broken clouds
489,Groningen,NL,53.25,6.75,42.03,93,75,1.01,broken clouds
490,La Ronge,CA,55.1001,-105.2842,14.25,85,90,10.36,light snow
491,Atar,MR,20.5169,-13.0499,80.37,28,100,4.07,overcast clouds
492,Gemena,CD,3.25,19.7667,70.88,60,42,1.34,scattered clouds
493,Nemuro,JP,43.3236,145.575,32.43,61,3,19.3,clear sky
494,Alice Springs,AU,-23.7,133.8833,67.55,64,75,14.97,broken clouds
495,Asekeyevo,RU,53.5742,52.7972,10.83,99,67,4.12,broken clouds
496,Minador Do Negrao,BR,-9.3053,-36.8647,75.52,83,85,8.97,overcast clouds
497,Miri,MY,4.4148,114.0089,75.34,100,40,2.3,scattered clouds
498,Lokosovo,RU,61.1333,74.8167,-1.07,96,77,8.32,broken clouds
499,Gat,IL,31.61,34.7642,61.39,80,55,3.42,broken clouds
500,Tucuman,AR,-26.8241,-65.2226,86.0,42,0,0.0,clear sky
501,Asfi,MA,32.2994,-9.2372,61.81,62,100,1.88,overcast clouds
502,Kutum,SD,14.2,24.6667,59.97,17,0,7.49,clear sky
503,Aguimes,ES,27.9054,-15.4461,65.03,71,75,2.3,broken clouds
504,Ternate,ID,0.8,127.4,80.87,81,100,3.71,overcast clouds
505,Dangriga,BZ,16.9692,-88.2321,80.56,69,98,7.56,overcast clouds
506,Manicore,BR,-5.8092,-61.3003,78.19,80,67,2.1,broken clouds
507,Saint Stephen,GB,50.3333,-4.9,44.87,70,20,14.97,few clouds
508,Suining,CN,30.508,105.5733,52.7,70,98,1.99,overcast clouds
509,Gilbues,BR,-9.8317,-45.3439,73.06,90,96,2.75,overcast clouds
510,Ambon,ID,-3.6954,128.1814,86.14,74,40,3.44,scattered clouds
511,Mahibadhoo,MV,3.7833,72.9667,81.03,77,90,14.14,overcast clouds
512,Khorixas,NA,-20.3667,14.9667,59.72,50,0,1.23,clear sky
513,Mankato,US,44.1636,-93.9994,19.53,64,0,5.17,clear sky
514,Rocha,UY,-34.4833,-54.3333,62.56,85,100,5.12,moderate rain
515,Flin Flon,CA,54.7682,-101.865,12.04,79,90,9.22,overcast clouds
516,Oudtshoorn,ZA,-33.5907,22.2014,53.96,71,71,8.23,broken clouds
517,Choix,MX,26.7092,-108.3219,76.73,41,72,2.39,broken clouds
518,Grand Gaube,MU,-20.0064,57.6608,75.6,80,2,5.12,clear sky
519,Kholmogory,RU,64.2229,41.656,15.91,94,100,10.85,light snow
520,Blagoyevo,RU,63.3667,47.9167,15.48,90,100,6.73,overcast clouds
521,Shuyskoye,RU,59.3736,41.0305,34.74,97,100,13.09,overcast clouds
522,Nalut,LY,30.3333,10.85,56.55,58,11,6.64,few clouds
523,Srednekolymsk,RU,67.45,153.6833,-34.53,100,19,2.17,few clouds
524,Margate,GB,51.3813,1.3862,38.7,75,92,1.99,overcast clouds
525,Boyolangu,ID,-8.1181,111.8935,80.29,81,84,5.97,light rain
526,Fuerte Olimpo,PY,-21.0415,-57.8738,77.94,85,81,10.71,broken clouds
527,Otuzco,PE,-7.9,-78.5833,30.52,88,97,2.71,snow
528,Caravelas,BR,-17.7125,-39.2481,71.85,79,1,6.4,clear sky
529,Farmington,US,36.7281,-108.2187,46.09,42,1,3.0,clear sky
530,Northam,GB,51.0333,-4.2167,45.61,75,100,16.42,overcast clouds
531,Roma,US,43.2128,-75.4557,44.65,86,100,3.11,light rain
532,Independence,US,39.0911,-94.4155,32.72,57,0,5.7,clear sky
533,Palmer,US,42.1584,-72.3287,44.82,69,90,2.8,overcast clouds
534,Poum,NC,-20.2333,164.0167,79.23,70,0,11.95,clear sky
535,Ulladulla,AU,-35.35,150.4667,61.77,93,100,16.22,moderate rain
536,Calvinia,ZA,-31.4707,19.776,63.66,43,44,22.55,scattered clouds
537,Cabedelo,BR,-6.9811,-34.8339,81.27,76,18,11.03,few clouds
538,Salalah,OM,17.0151,54.0924,77.41,49,100,3.15,overcast clouds
539,Lincoln,US,40.8,-96.667,33.17,53,1,2.53,clear sky
540,Maskinonge,CA,46.2286,-73.0192,33.73,83,100,6.91,overcast clouds
541,Bela,IN,25.9333,81.9833,59.13,53,0,3.22,clear sky
542,Nizhniy Kuranakh,RU,58.8353,125.4869,-9.54,98,79,2.26,broken clouds
543,Nacimiento,CL,-37.5,-72.6667,65.62,52,4,6.78,clear sky
544,Yambio,SS,4.5721,28.3955,70.61,49,76,2.46,broken clouds
545,Ferkessedougou,CI,9.6,-5.2,76.55,26,23,1.63,few clouds
546,Maceio,BR,-9.6658,-35.7353,80.04,83,20,5.75,few clouds
547,Urumqi,CN,43.801,87.6005,27.55,59,0,6.71,clear sky
548,Ancud,CL,-41.8697,-73.8203,53.13,76,98,5.84,overcast clouds
549,Jumla,NP,29.2747,82.1838,36.77,51,0,4.21,clear sky
550,Tuy Hoa,VN,13.0833,109.3,73.31,88,100,11.39,light rain
551,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,82,75,28.3,broken clouds
552,Nelson Bay,AU,-32.7167,152.15,67.08,94,100,3.0,light rain
553,Umm Lajj,SA,25.0213,37.2685,74.55,56,0,8.52,clear sky
554,Danjiangkou,CN,32.5428,111.5086,49.68,64,0,3.67,clear sky
555,Sena Madureira,BR,-9.0656,-68.6569,79.68,66,100,2.8,overcast clouds
556,Tual,ID,-5.6667,132.75,83.53,69,100,3.18,overcast clouds
557,Westport,US,41.1415,-73.3579,53.98,58,81,1.99,broken clouds
558,Iguape,BR,-24.7081,-47.5553,70.57,93,79,7.74,broken clouds
559,Barcelos,PT,41.5388,-8.6151,50.14,87,12,6.93,few clouds
560,Jacareacanga,BR,-6.2222,-57.7528,75.04,96,99,0.43,overcast clouds
561,Celestun,MX,20.8667,-90.4,74.77,64,1,11.1,clear sky
562,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.36,100,90,9.22,overcast clouds
563,Asuncion,PY,-25.3007,-57.6359,76.89,94,40,3.44,thunderstorm
564,Sokolo,ML,14.7328,-6.1219,81.59,26,43,9.44,scattered clouds
565,Sambava,MG,-14.2667,50.1667,72.21,86,17,5.12,few clouds
566,Kiunga,PG,-6.1219,141.2906,72.77,99,100,1.83,heavy intensity rain
567,Troitskoye,RU,52.9821,84.6757,16.25,91,100,11.12,overcast clouds
568,Nosy Varika,MG,-20.5833,48.5333,72.9,92,100,15.9,moderate rain
569,Mareeba,AU,-17.0,145.4333,79.52,85,98,2.44,overcast clouds
570,Rehoboth,NA,-23.3167,17.0833,61.14,24,0,9.84,clear sky
571,Sinnai,IT,39.3042,9.2036,51.94,85,40,2.3,light rain
572,Khandyga,RU,62.6667,135.6,-27.85,95,78,1.9,broken clouds
573,Novobirilyussy,RU,56.9514,90.6661,15.67,92,100,11.16,light snow
574,Vrsac,RS,45.1167,21.3036,48.02,57,0,31.07,clear sky
575,Bar Harbor,US,44.3876,-68.2039,46.02,63,30,8.03,scattered clouds
576,Clarksburg,US,39.2807,-80.3445,46.31,98,100,9.22,overcast clouds
577,Alofi,NU,-19.0595,-169.9187,75.09,94,75,5.75,light intensity shower rain
578,Kusu,JP,33.2831,131.1514,52.45,69,0,4.07,clear sky
579,Quilmana,PE,-12.95,-76.3833,66.83,83,74,4.43,broken clouds
580,Slave Lake,CA,55.2834,-114.769,26.58,86,1,4.61,clear sky
581,Ternovka,RU,51.678,41.6375,28.44,91,65,10.07,broken clouds
582,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.66,80,3,9.84,clear sky
583,Mount Isa,AU,-20.7333,139.5,78.57,44,47,14.97,scattered clouds
584,Borba,BR,-4.3878,-59.5939,77.34,87,100,2.46,light rain
585,Kuito,AO,-12.3833,16.9333,58.01,92,46,4.14,scattered clouds
586,Souillac,MU,-20.5167,57.5167,75.58,83,40,3.44,scattered clouds
587,Nantucket,US,41.2835,-70.0995,50.09,67,90,16.04,overcast clouds
588,Huntsville,US,34.7304,-86.5861,55.56,92,90,1.99,mist
589,Stornoway,GB,58.2093,-6.3865,46.36,88,75,5.01,broken clouds
590,Kyaikkami,MM,16.08,97.5675,75.79,87,87,8.99,overcast clouds
591,Canete,CL,-37.8,-73.4,53.94,93,14,5.7,few clouds
592,Araouane,ML,18.9048,-3.5265,76.48,32,19,7.45,few clouds
593,Taltal,CL,-25.4,-70.4833,61.66,79,33,3.36,scattered clouds
594,Lazaro Cardenas,MX,17.9583,-102.2,79.14,78,0,4.97,clear sky
595,Camacha,PT,33.0833,-16.3333,60.22,72,75,17.27,broken clouds
596,Walvis Bay,NA,-22.9575,14.5053,60.1,77,5,11.5,clear sky
597,Turukhansk,RU,65.8167,87.9833,1.33,96,100,7.72,overcast clouds
598,Ukiah,US,39.1502,-123.2078,64.36,43,98,2.73,overcast clouds
599,Teontepec,MX,18.5,-97.5167,63.91,42,0,8.95,clear sky
600,Hami,CN,42.8,93.45,26.38,62,0,2.93,clear sky
601,Trairi,BR,-3.2778,-39.2689,80.82,74,60,10.0,broken clouds
602,Sawakin,SD,19.1059,37.3321,79.07,70,93,11.81,overcast clouds
603,Kose,TR,40.21,39.6511,35.64,99,100,1.12,overcast clouds
604,Shiyan,CN,32.6475,110.7781,48.09,72,0,3.56,clear sky
605,Nichinan,JP,31.6,131.3667,51.48,67,46,5.37,scattered clouds
606,Shitanjing,CN,39.2342,106.3439,31.17,39,11,5.23,few clouds
607,Amsterdam,NL,52.374,4.8897,44.98,90,40,5.01,scattered clouds
608,Kattivakkam,IN,13.2167,80.3167,80.69,96,100,13.51,light rain
609,Bradford,GB,53.7939,-1.7521,42.93,78,100,16.4,light rain
610,Pitiquito,MX,30.7,-112.0833,75.4,34,58,10.56,broken clouds
611,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.13,97,100,0.98,overcast clouds
612,Healdsburg,US,38.6105,-122.8692,66.02,47,88,1.48,overcast clouds
613,Svetlogorsk,BY,52.6333,29.7333,31.89,78,12,14.79,few clouds
614,Teya,RU,60.3778,92.6267,9.68,97,100,2.21,overcast clouds
615,Mongagua,BR,-24.0931,-46.6208,83.93,87,57,3.85,broken clouds
616,Duluth,US,46.7833,-92.1066,17.29,57,20,1.01,few clouds
617,Gueret,FR,46.1667,1.8667,34.43,97,93,2.39,overcast clouds
618,Jhinjhak,IN,26.5667,79.7333,60.71,50,0,2.13,clear sky
619,Riberalta,BO,-10.9833,-66.1,86.2,74,75,6.91,broken clouds
620,Salamiyah,SY,35.0113,37.0532,54.88,82,19,2.17,few clouds
621,Hongjiang,CN,27.11,109.9956,50.2,79,0,2.53,clear sky
622,Lumsden,CA,50.6501,-104.8678,36.59,87,100,8.08,overcast clouds
623,Pacifica,US,37.6138,-122.4869,67.51,58,1,1.01,clear sky
624,Namibe,AO,-15.1961,12.1522,66.85,73,44,7.87,scattered clouds
625,Hornepayne,CA,49.2138,-84.7705,11.44,87,100,9.24,overcast clouds
626,Bhikangaon,IN,21.8667,75.95,66.38,51,38,4.74,scattered clouds
627,Grenville,GD,12.1167,-61.6167,80.96,79,66,7.94,broken clouds
628,Kayes,ML,14.0,-11.0,84.33,20,87,2.39,overcast clouds
629,Voznesenye,RU,61.0106,35.4781,37.74,97,100,15.17,overcast clouds
630,Kirakira,SB,-10.4544,161.9205,83.55,77,95,5.17,overcast clouds
631,The Valley,AI,18.217,-63.0578,78.82,94,40,10.36,scattered clouds
632,Kargat,RU,55.1956,80.2811,-6.41,99,17,7.76,few clouds
633,Ouadda,CF,8.0777,22.4007,66.85,28,22,3.56,few clouds
634,Miles City,US,46.4083,-105.8406,49.51,47,95,8.7,overcast clouds
635,Talara,PE,-4.5772,-81.2719,65.39,90,96,11.25,overcast clouds
636,Cochrane,CA,51.1834,-114.4687,49.64,53,75,16.11,broken clouds
637,Gobabis,NA,-22.45,18.9667,69.19,9,0,7.81,clear sky
638,Puerto Carreno,CO,6.189,-67.4859,79.29,84,100,3.94,overcast clouds
639,Manama,BH,26.2154,50.5832,73.38,76,0,6.91,clear sky
640,Wanaka,NZ,-44.7,169.15,60.12,56,99,8.99,overcast clouds
641,Sitrah,BH,26.1547,50.6206,73.4,77,0,1.99,clear sky
642,Puerto Colombia,CO,10.9878,-74.9547,80.69,82,78,21.05,broken clouds
643,Moron,AR,-34.6534,-58.6198,69.55,82,97,1.99,overcast clouds
644,Kudahuvadhoo,MV,2.6708,72.8944,81.21,71,84,14.34,broken clouds
645,Wajima,JP,37.4,136.9,45.28,93,75,1.14,broken clouds
646,Bongaree,AU,-27.0797,153.1586,81.21,84,100,16.78,overcast clouds
647,Mazyr,BY,52.0495,29.2456,32.36,78,9,13.27,clear sky
648,Totolapa,MX,18.5167,-96.1833,78.93,87,2,4.79,clear sky
649,Ongandjera,NA,-17.8833,15.0667,72.7,20,2,8.79,clear sky
650,Raymondville,US,26.4815,-97.7831,73.9,89,100,18.9,light rain
651,Thabazimbi,ZA,-24.5917,27.4116,61.11,70,4,9.55,clear sky
652,Adrar,MR,20.5022,-10.0711,76.41,32,99,5.12,overcast clouds
653,Lalsk,RU,60.7415,47.5862,18.43,95,100,9.71,light snow
654,Yar-Sale,RU,66.8333,70.8333,1.53,91,89,6.82,overcast clouds
655,Prieska,ZA,-29.6641,22.7474,68.18,58,100,24.18,light rain
656,Port Moresby,PG,-9.4431,147.1797,85.42,74,20,9.22,haze
657,Seddon,AU,-37.8068,144.8916,64.22,79,90,17.27,overcast clouds
658,Florianopolis,BR,-27.6146,-48.5012,71.37,87,75,3.0,broken clouds
659,Carutapera,BR,-1.195,-46.02,77.97,86,88,6.02,overcast clouds
660,Majene,ID,-3.5403,118.9707,82.24,75,91,2.71,overcast clouds
661,Cabinda,AO,-5.55,12.2,77.67,87,100,3.42,overcast clouds
662,Shevchenkove,UA,49.6959,37.1735,28.18,82,7,8.66,clear sky
663,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,83,75,13.8,mist
664,Shubarshi,KZ,48.5872,57.1869,20.1,87,95,10.96,overcast clouds
665,Haines Junction,CA,60.7522,-137.5108,3.15,78,100,4.61,overcast clouds
666,Axim,GH,4.8699,-2.2405,79.75,85,7,7.67,clear sky
667,Tonatico,MX,21.4911,-98.8127,75.07,77,85,1.07,overcast clouds
668,Juneau,US,58.3019,-134.4197,37.85,95,90,5.75,moderate rain
669,Gamba,GA,-2.65,10.0,76.28,92,100,4.09,light rain
670,Swan River,CA,52.1058,-101.2676,12.09,79,100,3.44,overcast clouds
671,Damavand,IR,35.7178,52.065,42.64,53,98,1.61,overcast clouds
672,Fasa,IR,28.9383,53.6482,42.04,45,0,4.61,clear sky
673,Shanghai,CN,31.2222,121.4581,58.93,55,0,2.24,clear sky
674,Bandarbeyla,SO,9.4942,50.8122,78.89,77,65,15.68,broken clouds
675,Sisimiut,GL,66.9395,-53.6735,24.44,73,100,12.71,overcast clouds
676,Andenes,NO,69.3143,16.1194,26.58,80,90,12.66,snow
677,Nyurba,RU,63.2842,118.3319,-10.75,100,92,2.86,overcast clouds
678,Xichang,CN,27.8964,102.2634,49.32,83,98,1.25,overcast clouds
679,Krasnokamensk,RU,50.0979,118.0369,0.05,96,23,2.15,few clouds
680,Kavaratti,IN,10.5669,72.642,81.7,75,100,4.85,overcast clouds
681,Pierre,US,44.3683,-100.351,32.86,52,93,4.0,overcast clouds
682,Tiarei,PF,-17.5333,-149.3333,87.82,71,17,16.2,few clouds
683,Myitkyina,MM,25.3833,97.4,55.99,72,0,2.59,clear sky
684,Boppard,DE,50.2308,7.5899,40.41,81,91,3.27,overcast clouds
685,Bilibino,RU,68.0546,166.4372,-28.19,98,96,3.83,overcast clouds
686,Sinnamary,GF,5.3833,-52.95,78.76,84,86,5.66,overcast clouds
687,Abha,SA,18.2164,42.5053,55.22,94,15,0.0,few clouds
688,Funtua,NG,11.5233,7.3081,69.66,25,13,7.54,few clouds
689,Naryan-Mar,RU,67.6713,53.087,3.24,94,57,4.61,broken clouds
690,Manzanillo,CU,20.3433,-77.1167,75.65,68,72,13.91,broken clouds
691,Kimbe,PG,-5.5502,150.1429,88.48,58,93,3.44,overcast clouds
692,Utiel,ES,39.5667,-1.2,43.03,79,75,5.21,broken clouds
693,Itapirapua,BR,-15.8233,-50.6133,77.86,64,88,2.48,overcast clouds
694,Antofagasta,CL,-23.65,-70.4,61.88,80,32,4.94,scattered clouds
695,Kapuskasing,CA,49.4169,-82.4331,10.49,85,90,14.97,light snow
696,Ekimchan,RU,53.0667,132.9667,5.22,96,63,2.71,broken clouds
697,Chicama,PE,-7.8447,-79.1469,63.14,81,70,7.16,broken clouds
698,Dourbali,TD,11.8091,15.8632,74.39,14,7,8.63,clear sky
699,Limoeiro,BR,-7.8747,-35.4503,80.83,84,43,5.44,scattered clouds
700,Calamar,CO,10.2511,-74.9146,82.35,90,88,5.86,overcast clouds
701,Barra Patuca,HN,15.8,-84.2833,77.14,82,86,8.39,overcast clouds
702,Arlit,NE,18.7369,7.3853,75.96,23,2,11.12,clear sky
703,Kjollefjord,NO,70.9457,27.3465,13.82,62,0,14.97,clear sky
704,Jamame,SO,0.0722,42.7506,78.03,89,84,7.99,broken clouds
705,Mocuba,MZ,-16.8392,36.9856,71.19,94,100,5.12,light rain
